"person","item","poly","dich","description","anger","male","do","other","scold","shout"
202,9,0,0,"do store shout",21,1,0,0,0,1
202,10,1,1,"do operator curse",21,1,0,0,0,0
202,11,1,1,"do operator scold",21,1,0,0,1,0
202,12,0,0,"do operator shout",21,1,0,0,0,1
202,13,2,1,"want bus curse",21,1,1,1,0,0
202,14,2,1,"want bus scold",21,1,1,1,1,0
202,15,2,1,"want bus shout",21,1,1,1,0,1
202,16,1,1,"want train curse",21,1,1,1,0,0
202,17,2,1,"want train scold",21,1,1,1,1,0
202,18,0,0,"want train shout",21,1,1,1,0,1
202,19,0,0,"want store curse",21,1,1,0,0,0
202,20,0,0,"want store scold",21,1,1,0,1,0
202,21,0,0,"want store shout",21,1,1,0,0,1
202,22,1,1,"want operator curse",21,1,1,0,0,0
202,23,1,1,"want operator scold",21,1,1,0,1,0
202,24,0,0,"want operator shout",21,1,1,0,0,1
203,1,2,1,"do bus curse",19,1,0,1,0,0
203,2,2,1,"do bus scold",19,1,0,1,1,0
203,3,1,1,"do bus shout",19,1,0,1,0,1
203,4,2,1,"do train curse",19,1,0,1,0,0
203,5,2,1,"do train scold",19,1,0,1,1,0
203,6,0,0,"do train shout",19,1,0,1,0,1
203,7,2,1,"do store curse",19,1,0,0,0,0
203,8,2,1,"do store scold",19,1,0,0,1,0
203,9,0,0,"do store shout",19,1,0,0,0,1
203,10,1,1,"do operator curse",19,1,0,0,0,0
203,11,1,1,"do operator scold",19,1,0,0,1,0
203,12,0,0,"do operator shout",19,1,0,0,0,1
203,13,2,1,"want bus curse",19,1,1,1,0,0
203,14,2,1,"want bus scold",19,1,1,1,1,0
203,15,1,1,"want bus shout",19,1,1,1,0,1
203,16,2,1,"want train curse",19,1,1,1,0,0
203,17,2,1,"want train scold",19,1,1,1,1,0
203,18,0,0,"want train shout",19,1,1,1,0,1
203,19,2,1,"want store curse",19,1,1,0,0,0
203,20,1,1,"want store scold",19,1,1,0,1,0
203,21,0,0,"want store shout",19,1,1,0,0,1
203,22,2,1,"want operator curse",19,1,1,0,0,0
203,23,1,1,"want operator scold",19,1,1,0,1,0
203,24,0,0,"want operator shout",19,1,1,0,0,1
204,1,2,1,"do bus curse",20,0,0,1,0,0
204,2,0,0,"do bus scold",20,0,0,1,1,0
204,3,0,0,"do bus shout",20,0,0,1,0,1
204,4,2,1,"do train curse",20,0,0,1,0,0
204,5,0,0,"do train scold",20,0,0,1,1,0
204,6,0,0,"do train shout",20,0,0,1,0,1
204,7,1,1,"do store curse",20,0,0,0,0,0
204,8,0,0,"do store scold",20,0,0,0,1,0
204,9,0,0,"do store shout",20,0,0,0,0,1
204,10,1,1,"do operator curse",20,0,0,0,0,0
204,11,0,0,"do operator scold",20,0,0,0,1,0
204,12,0,0,"do operator shout",20,0,0,0,0,1
204,13,1,1,"want bus curse",20,0,1,1,0,0
204,14,0,0,"want bus scold",20,0,1,1,1,0
204,15,0,0,"want bus shout",20,0,1,1,0,1
204,16,1,1,"want train curse",20,0,1,1,0,0
204,17,0,0,"want train scold",20,0,1,1,1,0
204,18,0,0,"want train shout",20,0,1,1,0,1
204,19,1,1,"want store curse",20,0,1,0,0,0
204,20,0,0,"want store scold",20,0,1,0,1,0
204,21,0,0,"want store shout",20,0,1,0,0,1
204,22,1,1,"want operator curse",20,0,1,0,0,0
204,23,0,0,"want operator scold",20,0,1,0,1,0
204,24,0,0,"want operator shout",20,0,1,0,0,1
205,1,0,0,"do bus curse",13,1,0,1,0,0
205,2,0,0,"do bus scold",13,1,0,1,1,0
205,3,0,0,"do bus shout",13,1,0,1,0,1
205,4,0,0,"do train curse",13,1,0,1,0,0
205,5,0,0,"do train scold",13,1,0,1,1,0
205,6,0,0,"do train shout",13,1,0,1,0,1
205,7,0,0,"do store curse",13,1,0,0,0,0
205,8,0,0,"do store scold",13,1,0,0,1,0
205,9,0,0,"do store shout",13,1,0,0,0,1
205,10,0,0,"do operator curse",13,1,0,0,0,0
205,11,0,0,"do operator scold",13,1,0,0,1,0
205,12,0,0,"do operator shout",13,1,0,0,0,1
205,13,2,1,"want bus curse",13,1,1,1,0,0
205,14,1,1,"want bus scold",13,1,1,1,1,0
205,15,0,0,"want bus shout",13,1,1,1,0,1
205,16,2,1,"want train curse",13,1,1,1,0,0
205,17,1,1,"want train scold",13,1,1,1,1,0
205,18,0,0,"want train shout",13,1,1,1,0,1
205,19,0,0,"want store curse",13,1,1,0,0,0
205,20,0,0,"want store scold",13,1,1,0,1,0
205,21,0,0,"want store shout",13,1,1,0,0,1
205,22,2,1,"want operator curse",13,1,1,0,0,0
205,23,1,1,"want operator scold",13,1,1,0,1,0
205,24,0,0,"want operator shout",13,1,1,0,0,1
206,1,1,1,"do bus curse",15,1,0,1,0,0
206,2,1,1,"do bus scold",15,1,0,1,1,0
206,3,0,0,"do bus shout",15,1,0,1,0,1
206,4,2,1,"do train curse",15,1,0,1,0,0
206,5,2,1,"do train scold",15,1,0,1,1,0
206,6,0,0,"do train shout",15,1,0,1,0,1
206,7,1,1,"do store curse",15,1,0,0,0,0
206,8,0,0,"do store scold",15,1,0,0,1,0
206,9,0,0,"do store shout",15,1,0,0,0,1
206,10,2,1,"do operator curse",15,1,0,0,0,0
206,11,0,0,"do operator scold",15,1,0,0,1,0
206,12,0,0,"do operator shout",15,1,0,0,0,1
206,13,1,1,"want bus curse",15,1,1,1,0,0
206,14,0,0,"want bus scold",15,1,1,1,1,0
206,15,0,0,"want bus shout",15,1,1,1,0,1
206,16,1,1,"want train curse",15,1,1,1,0,0
206,17,1,1,"want train scold",15,1,1,1,1,0
206,18,0,0,"want train shout",15,1,1,1,0,1
206,19,1,1,"want store curse",15,1,1,0,0,0
206,20,0,0,"want store scold",15,1,1,0,1,0
206,21,0,0,"want store shout",15,1,1,0,0,1
206,22,1,1,"want operator curse",15,1,1,0,0,0
206,23,0,0,"want operator scold",15,1,1,0,1,0
206,24,0,0,"want operator shout",15,1,1,0,0,1
207,1,2,1,"do bus curse",14,0,0,1,0,0
207,2,2,1,"do bus scold",14,0,0,1,1,0
207,3,1,1,"do bus shout",14,0,0,1,0,1
207,4,0,0,"do train curse",14,0,0,1,0,0
207,5,1,1,"do train scold",14,0,0,1,1,0
207,6,0,0,"do train shout",14,0,0,1,0,1
207,7,1,1,"do store curse",14,0,0,0,0,0
207,8,1,1,"do store scold",14,0,0,0,1,0
207,9,0,0,"do store shout",14,0,0,0,0,1
207,10,0,0,"do operator curse",14,0,0,0,0,0
207,11,0,0,"do operator scold",14,0,0,0,1,0
207,12,0,0,"do operator shout",14,0,0,0,0,1
207,13,2,1,"want bus curse",14,0,1,1,0,0
207,14,2,1,"want bus scold",14,0,1,1,1,0
207,15,1,1,"want bus shout",14,0,1,1,0,1
207,16,1,1,"want train curse",14,0,1,1,0,0
207,17,1,1,"want train scold",14,0,1,1,1,0
207,18,0,0,"want train shout",14,0,1,1,0,1
207,19,1,1,"want store curse",14,0,1,0,0,0
207,20,1,1,"want store scold",14,0,1,0,1,0
207,21,0,0,"want store shout",14,0,1,0,0,1
207,22,0,0,"want operator curse",14,0,1,0,0,0
207,23,0,0,"want operator scold",14,0,1,0,1,0
207,24,0,0,"want operator shout",14,0,1,0,0,1
208,1,0,0,"do bus curse",15,0,0,1,0,0
208,2,0,0,"do bus scold",15,0,0,1,1,0
208,3,0,0,"do bus shout",15,0,0,1,0,1
208,4,0,0,"do train curse",15,0,0,1,0,0
208,5,0,0,"do train scold",15,0,0,1,1,0
208,6,0,0,"do train shout",15,0,0,1,0,1
208,7,2,1,"do store curse",15,0,0,0,0,0
208,8,0,0,"do store scold",15,0,0,0,1,0
208,9,0,0,"do store shout",15,0,0,0,0,1
208,10,0,0,"do operator curse",15,0,0,0,0,0
208,11,0,0,"do operator scold",15,0,0,0,1,0
208,12,0,0,"do operator shout",15,0,0,0,0,1
208,13,1,1,"want bus curse",15,0,1,1,0,0
208,14,0,0,"want bus scold",15,0,1,1,1,0
208,15,0,0,"want bus shout",15,0,1,1,0,1
208,16,0,0,"want train curse",15,0,1,1,0,0
208,17,0,0,"want train scold",15,0,1,1,1,0
208,18,0,0,"want train shout",15,0,1,1,0,1
208,19,0,0,"want store curse",15,0,1,0,0,0
208,20,0,0,"want store scold",15,0,1,0,1,0
208,21,0,0,"want store shout",15,0,1,0,0,1
208,22,0,0,"want operator curse",15,0,1,0,0,0
208,23,0,0,"want operator scold",15,0,1,0,1,0
208,24,0,0,"want operator shout",15,0,1,0,0,1
209,1,2,1,"do bus curse",23,1,0,1,0,0
209,2,2,1,"do bus scold",23,1,0,1,1,0
209,3,2,1,"do bus shout",23,1,0,1,0,1
209,4,2,1,"do train curse",23,1,0,1,0,0
209,5,2,1,"do train scold",23,1,0,1,1,0
209,6,1,1,"do train shout",23,1,0,1,0,1
209,7,2,1,"do store curse",23,1,0,0,0,0
209,8,2,1,"do store scold",23,1,0,0,1,0
209,9,0,0,"do store shout",23,1,0,0,0,1
209,10,2,1,"do operator curse",23,1,0,0,0,0
209,11,2,1,"do operator scold",23,1,0,0,1,0
209,12,1,1,"do operator shout",23,1,0,0,0,1
209,13,2,1,"want bus curse",23,1,1,1,0,0
209,14,2,1,"want bus scold",23,1,1,1,1,0
209,15,1,1,"want bus shout",23,1,1,1,0,1
209,16,2,1,"want train curse",23,1,1,1,0,0
209,17,2,1,"want train scold",23,1,1,1,1,0
209,18,2,1,"want train shout",23,1,1,1,0,1
209,19,1,1,"want store curse",23,1,1,0,0,0
209,20,1,1,"want store scold",23,1,1,0,1,0
209,21,0,0,"want store shout",23,1,1,0,0,1
209,22,2,1,"want operator curse",23,1,1,0,0,0
209,23,2,1,"want operator scold",23,1,1,0,1,0
209,24,0,0,"want operator shout",23,1,1,0,0,1
210,1,1,1,"do bus curse",13,1,0,1,0,0
210,2,1,1,"do bus scold",13,1,0,1,1,0
210,3,0,0,"do bus shout",13,1,0,1,0,1
210,4,1,1,"do train curse",13,1,0,1,0,0
210,5,1,1,"do train scold",13,1,0,1,1,0
210,6,0,0,"do train shout",13,1,0,1,0,1
210,7,1,1,"do store curse",13,1,0,0,0,0
210,8,1,1,"do store scold",13,1,0,0,1,0
210,9,0,0,"do store shout",13,1,0,0,0,1
210,10,1,1,"do operator curse",13,1,0,0,0,0
210,11,1,1,"do operator scold",13,1,0,0,1,0
210,12,0,0,"do operator shout",13,1,0,0,0,1
210,13,1,1,"want bus curse",13,1,1,1,0,0
210,14,1,1,"want bus scold",13,1,1,1,1,0
210,15,0,0,"want bus shout",13,1,1,1,0,1
210,16,1,1,"want train curse",13,1,1,1,0,0
210,17,1,1,"want train scold",13,1,1,1,1,0
210,18,0,0,"want train shout",13,1,1,1,0,1
210,19,1,1,"want store curse",13,1,1,0,0,0
210,20,1,1,"want store scold",13,1,1,0,1,0
210,21,0,0,"want store shout",13,1,1,0,0,1
210,22,2,1,"want operator curse",13,1,1,0,0,0
210,23,1,1,"want operator scold",13,1,1,0,1,0
210,24,0,0,"want operator shout",13,1,1,0,0,1
211,1,1,1,"do bus curse",21,1,0,1,0,0
211,2,1,1,"do bus scold",21,1,0,1,1,0
211,3,0,0,"do bus shout",21,1,0,1,0,1
211,4,2,1,"do train curse",21,1,0,1,0,0
211,5,1,1,"do train scold",21,1,0,1,1,0
211,6,1,1,"do train shout",21,1,0,1,0,1
211,7,0,0,"do store curse",21,1,0,0,0,0
211,8,1,1,"do store scold",21,1,0,0,1,0
211,9,0,0,"do store shout",21,1,0,0,0,1
211,10,1,1,"do operator curse",21,1,0,0,0,0
211,11,1,1,"do operator scold",21,1,0,0,1,0
211,12,1,1,"do operator shout",21,1,0,0,0,1
211,13,1,1,"want bus curse",21,1,1,1,0,0
211,14,2,1,"want bus scold",21,1,1,1,1,0
211,15,0,0,"want bus shout",21,1,1,1,0,1
211,16,1,1,"want train curse",21,1,1,1,0,0
211,17,1,1,"want train scold",21,1,1,1,1,0
211,18,0,0,"want train shout",21,1,1,1,0,1
211,19,0,0,"want store curse",21,1,1,0,0,0
211,20,0,0,"want store scold",21,1,1,0,1,0
211,21,0,0,"want store shout",21,1,1,0,0,1
211,22,1,1,"want operator curse",21,1,1,0,0,0
211,23,1,1,"want operator scold",21,1,1,0,1,0
211,24,1,1,"want operator shout",21,1,1,0,0,1
212,1,2,1,"do bus curse",19,0,0,1,0,0
212,2,2,1,"do bus scold",19,0,0,1,1,0
212,3,1,1,"do bus shout",19,0,0,1,0,1
212,4,2,1,"do train curse",19,0,0,1,0,0
212,5,2,1,"do train scold",19,0,0,1,1,0
212,6,1,1,"do train shout",19,0,0,1,0,1
212,7,0,0,"do store curse",19,0,0,0,0,0
212,8,1,1,"do store scold",19,0,0,0,1,0
212,9,0,0,"do store shout",19,0,0,0,0,1
212,10,1,1,"do operator curse",19,0,0,0,0,0
212,11,2,1,"do operator scold",19,0,0,0,1,0
212,12,1,1,"do operator shout",19,0,0,0,0,1
212,13,1,1,"want bus curse",19,0,1,1,0,0
212,14,1,1,"want bus scold",19,0,1,1,1,0
212,15,1,1,"want bus shout",19,0,1,1,0,1
212,16,1,1,"want train curse",19,0,1,1,0,0
212,17,1,1,"want train scold",19,0,1,1,1,0
212,18,1,1,"want train shout",19,0,1,1,0,1
212,19,1,1,"want store curse",19,0,1,0,0,0
212,20,0,0,"want store scold",19,0,1,0,1,0
212,21,1,1,"want store shout",19,0,1,0,0,1
212,22,1,1,"want operator curse",19,0,1,0,0,0
212,23,1,1,"want operator scold",19,0,1,0,1,0
212,24,1,1,"want operator shout",19,0,1,0,0,1
213,1,1,1,"do bus curse",23,0,0,1,0,0
213,2,1,1,"do bus scold",23,0,0,1,1,0
213,3,1,1,"do bus shout",23,0,0,1,0,1
213,4,2,1,"do train curse",23,0,0,1,0,0
213,5,0,0,"do train scold",23,0,0,1,1,0
213,6,1,1,"do train shout",23,0,0,1,0,1
213,7,0,0,"do store curse",23,0,0,0,0,0
213,8,0,0,"do store scold",23,0,0,0,1,0
213,9,0,0,"do store shout",23,0,0,0,0,1
213,10,0,0,"do operator curse",23,0,0,0,0,0
213,11,2,1,"do operator scold",23,0,0,0,1,0
213,12,1,1,"do operator shout",23,0,0,0,0,1
213,13,0,0,"want bus curse",23,0,1,1,0,0
213,14,1,1,"want bus scold",23,0,1,1,1,0
213,15,1,1,"want bus shout",23,0,1,1,0,1
213,16,2,1,"want train curse",23,0,1,1,0,0
213,17,2,1,"want train scold",23,0,1,1,1,0
213,18,0,0,"want train shout",23,0,1,1,0,1
213,19,1,1,"want store curse",23,0,1,0,0,0
213,20,0,0,"want store scold",23,0,1,0,1,0
213,21,0,0,"want store shout",23,0,1,0,0,1
213,22,1,1,"want operator curse",23,0,1,0,0,0
213,23,2,1,"want operator scold",23,0,1,0,1,0
213,24,0,0,"want operator shout",23,0,1,0,0,1
214,1,0,0,"do bus curse",20,1,0,1,0,0
214,2,0,0,"do bus scold",20,1,0,1,1,0
214,3,0,0,"do bus shout",20,1,0,1,0,1
214,4,0,0,"do train curse",20,1,0,1,0,0
214,5,0,0,"do train scold",20,1,0,1,1,0
214,6,0,0,"do train shout",20,1,0,1,0,1
214,7,0,0,"do store curse",20,1,0,0,0,0
214,8,0,0,"do store scold",20,1,0,0,1,0
214,9,0,0,"do store shout",20,1,0,0,0,1
214,10,0,0,"do operator curse",20,1,0,0,0,0
214,11,1,1,"do operator scold",20,1,0,0,1,0
214,12,0,0,"do operator shout",20,1,0,0,0,1
214,13,2,1,"want bus curse",20,1,1,1,0,0
214,14,2,1,"want bus scold",20,1,1,1,1,0
214,15,0,0,"want bus shout",20,1,1,1,0,1
214,16,2,1,"want train curse",20,1,1,1,0,0
214,17,2,1,"want train scold",20,1,1,1,1,0
214,18,0,0,"want train shout",20,1,1,1,0,1
214,19,1,1,"want store curse",20,1,1,0,0,0
214,20,0,0,"want store scold",20,1,1,0,1,0
214,21,0,0,"want store shout",20,1,1,0,0,1
214,22,1,1,"want operator curse",20,1,1,0,0,0
214,23,1,1,"want operator scold",20,1,1,0,1,0
214,24,0,0,"want operator shout",20,1,1,0,0,1
215,1,1,1,"do bus curse",19,1,0,1,0,0
215,2,1,1,"do bus scold",19,1,0,1,1,0
215,3,1,1,"do bus shout",19,1,0,1,0,1
215,4,1,1,"do train curse",19,1,0,1,0,0
215,5,1,1,"do train scold",19,1,0,1,1,0
215,6,1,1,"do train shout",19,1,0,1,0,1
215,7,0,0,"do store curse",19,1,0,0,0,0
215,8,0,0,"do store scold",19,1,0,0,1,0
215,9,0,0,"do store shout",19,1,0,0,0,1
215,10,0,0,"do operator curse",19,1,0,0,0,0
215,11,1,1,"do operator scold",19,1,0,0,1,0
215,12,0,0,"do operator shout",19,1,0,0,0,1
215,13,2,1,"want bus curse",19,1,1,1,0,0
215,14,1,1,"want bus scold",19,1,1,1,1,0
215,15,1,1,"want bus shout",19,1,1,1,0,1
215,16,1,1,"want train curse",19,1,1,1,0,0
215,17,1,1,"want train scold",19,1,1,1,1,0
215,18,1,1,"want train shout",19,1,1,1,0,1
215,19,1,1,"want store curse",19,1,1,0,0,0
215,20,1,1,"want store scold",19,1,1,0,1,0
215,21,0,0,"want store shout",19,1,1,0,0,1
215,22,1,1,"want operator curse",19,1,1,0,0,0
215,23,0,0,"want operator scold",19,1,1,0,1,0
215,24,0,0,"want operator shout",19,1,1,0,0,1
216,1,2,1,"do bus curse",14,0,0,1,0,0
216,2,1,1,"do bus scold",14,0,0,1,1,0
216,3,0,0,"do bus shout",14,0,0,1,0,1
216,4,2,1,"do train curse",14,0,0,1,0,0
216,5,0,0,"do train scold",14,0,0,1,1,0
216,6,0,0,"do train shout",14,0,0,1,0,1
216,7,0,0,"do store curse",14,0,0,0,0,0
216,8,0,0,"do store scold",14,0,0,0,1,0
216,9,0,0,"do store shout",14,0,0,0,0,1
216,10,0,0,"do operator curse",14,0,0,0,0,0
216,11,0,0,"do operator scold",14,0,0,0,1,0
216,12,0,0,"do operator shout",14,0,0,0,0,1
216,13,2,1,"want bus curse",14,0,1,1,0,0
216,14,1,1,"want bus scold",14,0,1,1,1,0
216,15,0,0,"want bus shout",14,0,1,1,0,1
216,16,1,1,"want train curse",14,0,1,1,0,0
216,17,0,0,"want train scold",14,0,1,1,1,0
216,18,0,0,"want train shout",14,0,1,1,0,1
216,19,0,0,"want store curse",14,0,1,0,0,0
216,20,0,0,"want store scold",14,0,1,0,1,0
216,21,0,0,"want store shout",14,0,1,0,0,1
216,22,0,0,"want operator curse",14,0,1,0,0,0
216,23,0,0,"want operator scold",14,0,1,0,1,0
216,24,0,0,"want operator shout",14,0,1,0,0,1
217,1,1,1,"do bus curse",18,1,0,1,0,0
217,2,1,1,"do bus scold",18,1,0,1,1,0
217,3,1,1,"do bus shout",18,1,0,1,0,1
217,4,2,1,"do train curse",18,1,0,1,0,0
217,5,2,1,"do train scold",18,1,0,1,1,0
217,6,1,1,"do train shout",18,1,0,1,0,1
217,7,2,1,"do store curse",18,1,0,0,0,0
217,8,2,1,"do store scold",18,1,0,0,1,0
217,9,0,0,"do store shout",18,1,0,0,0,1
217,10,0,0,"do operator curse",18,1,0,0,0,0
217,11,0,0,"do operator scold",18,1,0,0,1,0
217,12,0,0,"do operator shout",18,1,0,0,0,1
217,13,1,1,"want bus curse",18,1,1,1,0,0
217,14,1,1,"want bus scold",18,1,1,1,1,0
217,15,0,0,"want bus shout",18,1,1,1,0,1
217,16,1,1,"want train curse",18,1,1,1,0,0
217,17,1,1,"want train scold",18,1,1,1,1,0
217,18,0,0,"want train shout",18,1,1,1,0,1
217,19,1,1,"want store curse",18,1,1,0,0,0
217,20,1,1,"want store scold",18,1,1,0,1,0
217,21,0,0,"want store shout",18,1,1,0,0,1
217,22,1,1,"want operator curse",18,1,1,0,0,0
217,23,1,1,"want operator scold",18,1,1,0,1,0
217,24,0,0,"want operator shout",18,1,1,0,0,1
218,1,2,1,"do bus curse",22,1,0,1,0,0
218,2,2,1,"do bus scold",22,1,0,1,1,0
218,3,1,1,"do bus shout",22,1,0,1,0,1
218,4,1,1,"do train curse",22,1,0,1,0,0
218,5,2,1,"do train scold",22,1,0,1,1,0
218,6,1,1,"do train shout",22,1,0,1,0,1
218,7,2,1,"do store curse",22,1,0,0,0,0
218,8,2,1,"do store scold",22,1,0,0,1,0
218,9,0,0,"do store shout",22,1,0,0,0,1
218,10,1,1,"do operator curse",22,1,0,0,0,0
218,11,1,1,"do operator scold",22,1,0,0,1,0
218,12,1,1,"do operator shout",22,1,0,0,0,1
218,13,0,0,"want bus curse",22,1,1,1,0,0
218,14,0,0,"want bus scold",22,1,1,1,1,0
218,15,0,0,"want bus shout",22,1,1,1,0,1
218,16,2,1,"want train curse",22,1,1,1,0,0
218,17,1,1,"want train scold",22,1,1,1,1,0
218,18,0,0,"want train shout",22,1,1,1,0,1
218,19,1,1,"want store curse",22,1,1,0,0,0
218,20,1,1,"want store scold",22,1,1,0,1,0
218,21,0,0,"want store shout",22,1,1,0,0,1
218,22,1,1,"want operator curse",22,1,1,0,0,0
218,23,0,0,"want operator scold",22,1,1,0,1,0
218,24,0,0,"want operator shout",22,1,1,0,0,1
219,1,1,1,"do bus curse",23,1,0,1,0,0
219,2,0,0,"do bus scold",23,1,0,1,1,0
219,3,2,1,"do bus shout",23,1,0,1,0,1
219,4,1,1,"do train curse",23,1,0,1,0,0
219,5,1,1,"do train scold",23,1,0,1,1,0
219,6,1,1,"do train shout",23,1,0,1,0,1
219,7,0,0,"do store curse",23,1,0,0,0,0
219,8,1,1,"do store scold",23,1,0,0,1,0
219,9,1,1,"do store shout",23,1,0,0,0,1
219,10,1,1,"do operator curse",23,1,0,0,0,0
219,11,1,1,"do operator scold",23,1,0,0,1,0
219,12,1,1,"do operator shout",23,1,0,0,0,1
219,13,1,1,"want bus curse",23,1,1,1,0,0
219,14,1,1,"want bus scold",23,1,1,1,1,0
219,15,1,1,"want bus shout",23,1,1,1,0,1
219,16,2,1,"want train curse",23,1,1,1,0,0
219,17,1,1,"want train scold",23,1,1,1,1,0
219,18,1,1,"want train shout",23,1,1,1,0,1
219,19,1,1,"want store curse",23,1,1,0,0,0
219,20,1,1,"want store scold",23,1,1,0,1,0
219,21,0,0,"want store shout",23,1,1,0,0,1
219,22,1,1,"want operator curse",23,1,1,0,0,0
219,23,1,1,"want operator scold",23,1,1,0,1,0
219,24,1,1,"want operator shout",23,1,1,0,0,1
220,1,2,1,"do bus curse",24,1,0,1,0,0
220,2,2,1,"do bus scold",24,1,0,1,1,0
220,3,1,1,"do bus shout",24,1,0,1,0,1
220,4,2,1,"do train curse",24,1,0,1,0,0
220,5,2,1,"do train scold",24,1,0,1,1,0
220,6,2,1,"do train shout",24,1,0,1,0,1
220,7,1,1,"do store curse",24,1,0,0,0,0
220,8,1,1,"do store scold",24,1,0,0,1,0
220,9,0,0,"do store shout",24,1,0,0,0,1
220,10,2,1,"do operator curse",24,1,0,0,0,0
220,11,2,1,"do operator scold",24,1,0,0,1,0
220,12,0,0,"do operator shout",24,1,0,0,0,1
220,13,2,1,"want bus curse",24,1,1,1,0,0
220,14,2,1,"want bus scold",24,1,1,1,1,0
220,15,2,1,"want bus shout",24,1,1,1,0,1
220,16,2,1,"want train curse",24,1,1,1,0,0
220,17,1,1,"want train scold",24,1,1,1,1,0
220,18,2,1,"want train shout",24,1,1,1,0,1
220,19,1,1,"want store curse",24,1,1,0,0,0
220,20,0,0,"want store scold",24,1,1,0,1,0
220,21,0,0,"want store shout",24,1,1,0,0,1
220,22,2,1,"want operator curse",24,1,1,0,0,0
220,23,2,1,"want operator scold",24,1,1,0,1,0
220,24,0,0,"want operator shout",24,1,1,0,0,1
221,1,1,1,"do bus curse",20,0,0,1,0,0
221,2,1,1,"do bus scold",20,0,0,1,1,0
221,3,1,1,"do bus shout",20,0,0,1,0,1
221,4,2,1,"do train curse",20,0,0,1,0,0
221,5,1,1,"do train scold",20,0,0,1,1,0
221,6,2,1,"do train shout",20,0,0,1,0,1
221,7,1,1,"do store curse",20,0,0,0,0,0
221,8,1,1,"do store scold",20,0,0,0,1,0
221,9,1,1,"do store shout",20,0,0,0,0,1
221,10,2,1,"do operator curse",20,0,0,0,0,0
221,11,2,1,"do operator scold",20,0,0,0,1,0
221,12,2,1,"do operator shout",20,0,0,0,0,1
221,13,1,1,"want bus curse",20,0,1,1,0,0
221,14,1,1,"want bus scold",20,0,1,1,1,0
221,15,1,1,"want bus shout",20,0,1,1,0,1
221,16,2,1,"want train curse",20,0,1,1,0,0
221,17,2,1,"want train scold",20,0,1,1,1,0
221,18,1,1,"want train shout",20,0,1,1,0,1
221,19,0,0,"want store curse",20,0,1,0,0,0
221,20,0,0,"want store scold",20,0,1,0,1,0
221,21,0,0,"want store shout",20,0,1,0,0,1
221,22,2,1,"want operator curse",20,0,1,0,0,0
221,23,2,1,"want operator scold",20,0,1,0,1,0
221,24,1,1,"want operator shout",20,0,1,0,0,1
222,1,2,1,"do bus curse",22,0,0,1,0,0
222,2,2,1,"do bus scold",22,0,0,1,1,0
222,3,1,1,"do bus shout",22,0,0,1,0,1
222,4,2,1,"do train curse",22,0,0,1,0,0
222,5,2,1,"do train scold",22,0,0,1,1,0
222,6,1,1,"do train shout",22,0,0,1,0,1
222,7,1,1,"do store curse",22,0,0,0,0,0
222,8,1,1,"do store scold",22,0,0,0,1,0
222,9,0,0,"do store shout",22,0,0,0,0,1
222,10,2,1,"do operator curse",22,0,0,0,0,0
222,11,2,1,"do operator scold",22,0,0,0,1,0
222,12,1,1,"do operator shout",22,0,0,0,0,1
222,13,1,1,"want bus curse",22,0,1,1,0,0
222,14,1,1,"want bus scold",22,0,1,1,1,0
222,15,0,0,"want bus shout",22,0,1,1,0,1
222,16,2,1,"want train curse",22,0,1,1,0,0
222,17,2,1,"want train scold",22,0,1,1,1,0
222,18,1,1,"want train shout",22,0,1,1,0,1
222,19,1,1,"want store curse",22,0,1,0,0,0
222,20,1,1,"want store scold",22,0,1,0,1,0
222,21,0,0,"want store shout",22,0,1,0,0,1
222,22,2,1,"want operator curse",22,0,1,0,0,0
222,23,2,1,"want operator scold",22,0,1,0,1,0
222,24,1,1,"want operator shout",22,0,1,0,0,1
223,1,1,1,"do bus curse",19,0,0,1,0,0
223,2,1,1,"do bus scold",19,0,0,1,1,0
223,3,0,0,"do bus shout",19,0,0,1,0,1
223,4,2,1,"do train curse",19,0,0,1,0,0
223,5,2,1,"do train scold",19,0,0,1,1,0
223,6,0,0,"do train shout",19,0,0,1,0,1
223,7,2,1,"do store curse",19,0,0,0,0,0
223,8,0,0,"do store scold",19,0,0,0,1,0
223,9,0,0,"do store shout",19,0,0,0,0,1
223,10,1,1,"do operator curse",19,0,0,0,0,0
223,11,1,1,"do operator scold",19,0,0,0,1,0
223,12,0,0,"do operator shout",19,0,0,0,0,1
223,13,1,1,"want bus curse",19,0,1,1,0,0
223,14,1,1,"want bus scold",19,0,1,1,1,0
223,15,0,0,"want bus shout",19,0,1,1,0,1
223,16,2,1,"want train curse",19,0,1,1,0,0
223,17,0,0,"want train scold",19,0,1,1,1,0
223,18,0,0,"want train shout",19,0,1,1,0,1
223,19,0,0,"want store curse",19,0,1,0,0,0
223,20,0,0,"want store scold",19,0,1,0,1,0
223,21,0,0,"want store shout",19,0,1,0,0,1
223,22,1,1,"want operator curse",19,0,1,0,0,0
223,23,0,0,"want operator scold",19,0,1,0,1,0
223,24,0,0,"want operator shout",19,0,1,0,0,1
224,1,1,1,"do bus curse",19,0,0,1,0,0
224,2,0,0,"do bus scold",19,0,0,1,1,0
224,3,0,0,"do bus shout",19,0,0,1,0,1
224,4,1,1,"do train curse",19,0,0,1,0,0
224,5,2,1,"do train scold",19,0,0,1,1,0
224,6,0,0,"do train shout",19,0,0,1,0,1
224,7,1,1,"do store curse",19,0,0,0,0,0
